City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2
Amritsar,23-Apr-19,62.45,130.58,17.26,15.45,32.71,12.46,1.52,7.36
Amritsar,24-Apr-19,35.46,150.77,14.97,17.48,30.51,11.09,0.39,7.36
Amritsar,25-Apr-19,36.93,76.91,14.29,16.89,30.26,9.5,1.04,7.36
Amritsar,26-Apr-19,38.07,79.67,15.37,13.76,29.13,8.41,0.8,7.36
Amritsar,27-Apr-19,60.35,110.87,15.37,13.76,29.13,8.41,0.78,7.36
Amritsar,28-Apr-19,61.59,151.49,15.37,13.76,29.13,8.41,0.96,7.36
Amritsar,29-Apr-19,58.58,131.1,19.03,16.09,35.12,10.79,1,7.36
Amritsar,30-Apr-19,47.27,135.19,22.64,18.39,41.03,13.15,0.63,7.36
Amritsar,01-May-19,43.45,95.71,18.09,17.41,35.08,11.63,1,7.36
Jaipur,12-Oct-17,99.52,163.82,14.68,18.55,27.22,38.2,0.31,8.68
Jaipur,19-Oct-17,75.56,185.42,7.61,29.65,31.03,23.48,0.62,15.18
Jaipur,22-Oct-17,71.63,164.83,15.55,30.26,46.75,26.41,0.52,6.54
Jaipur,23-Oct-17,64.19,157.92,8.88,32.33,25.84,25.33,0.61,6.12
Jaipur,24-Oct-17,73.93,169.87,12.75,29.67,36.92,25.34,0.6,7.73
Jaipur,29-Oct-17,70.41,149.33,16.66,27.97,45.42,24.28,0.85,6.77
Jaipur,30-Oct-17,88.45,192.4,6,37.92,37.63,22.19,0.75,7.56
Jaipur,14-Nov-17,84.21,152.03,8.64,22.51,28.69,12.62,0.68,5.15
Jaipur,15-Nov-17,90.76,159.11,3.33,25.04,23.64,11.45,0.54,7.96
Jaipur,16-Nov-17,102.37,176.02,2.44,22.1,21.08,15.28,0.48,6.3
Jaipur,18-Nov-17,90.89,143.58,2.39,25.34,25.1,17.21,0.55,10.75
Jaipur,20-Nov-17,70.12,124.92,2.88,27.79,23.93,19.01,0.53,7.17
Jaipur,21-Nov-17,63.22,121.42,4.38,39.4,31.51,19.82,0.51,7.95
Jaipur,22-Nov-17,66.56,138.6,10.86,44.86,43.67,14.82,0.19,9.49
Jaipur,06-Dec-17,89.75,154.46,7.3,27.2,29.58,20.59,0.71,10.63
Jaipur,07-Dec-17,82.61,153.87,15.21,29.33,27.11,18.73,0.71,10.06
Jaipur,08-Dec-17,84.81,178.79,16.03,26.92,17.66,14.8,0.71,10.8
Jaipur,10-Dec-17,72.32,142.66,10.58,21.7,11.05,14.88,0.71,6.87
Jaipur,11-Dec-17,52.64,104.96,5.95,19.59,6.04,22.44,0.71,7.74
Jaipur,12-Dec-17,58.96,103.7,9.45,21.16,8.84,28.54,0.71,4.33
Jaipur,13-Dec-17,52.76,103.23,8.86,20.25,7.96,21.95,0.71,3.32
Jaipur,14-Dec-17,43.67,81.34,6.87,15.56,6.9,18.2,0.71,13.63
Jaipur,15-Dec-17,54.27,95.76,8.16,18.51,6.8,16.75,0.71,16.03
Jaipur,16-Dec-17,43.25,84.63,7.24,14.84,7.71,13.65,0.71,13.97
Jaipur,17-Dec-17,69.9,162.87,11.36,12.72,12.71,17.79,0.71,10.11
Jaipur,18-Dec-17,50.09,122.76,7.31,11.7,9.39,15.82,0.71,12.86
Jaipur,20-Dec-17,67.74,157.34,18.21,38.79,20.68,18.16,0.71,10.35
Jaipur,21-Dec-17,48.39,114.04,14.66,27.05,15.07,13.97,0.71,11.87
Jaipur,22-Dec-17,31.24,82.12,8.78,22.79,17.08,11.92,0.71,8.57
Jaipur,31-Dec-17,81.93,167.95,7.82,34.78,21.26,24.48,0.71,12.93
Jaipur,01-Jan-18,82.33,178.65,9.33,43.34,30.68,23.53,0.71,9.85
Jaipur,17-Jan-18,52.41,95.02,8.34,16.29,10.69,31.7,0.71,8.48
Jaipur,18-Jan-18,73.67,150.86,16.86,13.42,25.55,33.4,0.71,12.92
Jaipur,19-Jan-18,84.48,162.69,16.75,14.47,31.11,37.71,0.71,10.84
Jaipur,20-Jan-18,94.69,171.49,7.76,17.15,31.71,29.4,0.71,12.27
Jaipur,21-Jan-18,84.69,159.86,17.52,18.37,46.95,38.1,0.01,10.02
Jaipur,22-Jan-18,67.67,151.15,6.84,17.24,28.63,24.09,0.22,12.44
Jaipur,23-Jan-18,67.38,139.83,13.71,22.56,32.81,19.99,0.21,8.79
Jaipur,24-Jan-18,84.31,150.18,19.13,40.92,48.47,28.49,0.31,10.4
Jaipur,29-Jan-18,59.22,128.24,20.02,31.76,45.22,34.48,1.16,18.37
Jaipur,02-Feb-18,79.98,163.54,19.29,18.69,31.11,28.86,0.83,11.35
Jaipur,04-Feb-18,56.54,131.3,11.65,24.31,28.55,20.12,0.83,16.14
Jaipur,08-Feb-18,53.61,133.57,16.79,25.11,31.33,18.18,0.89,12.54
Jaipur,09-Feb-18,61.1,142.45,16.18,21.12,26.43,17.2,1.23,12.96
Jaipur,10-Feb-18,68.06,130.41,10.99,17.46,19.86,13.4,0.54,11.43
Jaipur,11-Feb-18,77.44,153.69,10.81,14.99,17.21,12.94,0.48,11.92
Jaipur,12-Feb-18,56.46,94.19,7.94,19.03,20.32,11.33,0.6,10.6
Jaipur,13-Feb-18,61.48,115.9,9.45,28.36,32.45,22.27,0.62,9
Jaipur,14-Feb-18,79.69,95.49,11.22,27.64,32.95,12.66,0.59,9.26
Jaipur,15-Feb-18,70.2,120.24,13.93,28.2,38.92,13.95,1.18,12.55
Jaipur,25-Feb-18,49.48,132.12,13.33,37.71,41.26,26.34,0.83,8.32
Jaipur,26-Feb-18,42.24,111.95,13.97,43.16,47.11,26.92,0.81,10.13
Jaipur,27-Feb-18,56.23,140.03,15.35,39.9,42.66,26.69,0.89,11.47
Jaipur,28-Feb-18,55.39,135.15,13.49,39.98,43.46,26.86,0.99,8.37
Jaipur,01-Mar-18,64.1,125.46,11.57,34.24,36.96,24.35,0.75,12
Jaipur,02-Mar-18,55.62,96.5,10.77,38.45,40.16,25.44,0.76,8.08
Jaipur,04-Mar-18,56.89,112.89,11.9,45.56,49.83,33.53,0.71,8.31
Jaipur,05-Mar-18,31.08,65.63,9.04,39.92,40.93,27.62,0.65,8.22
Jaipur,06-Mar-18,33.67,76.99,12.09,47.97,51.47,26.16,0.65,10.76
Jaipur,08-Mar-18,30.45,74.35,13.12,43.17,48.29,23.28,0.62,9.88
Jaipur,09-Mar-18,32.75,93.2,8.88,39.37,45.3,23.9,0.68,10.32
Jaipur,10-Mar-18,45.01,101.44,7.93,38.12,42.08,20.44,0.77,12.32
Jaipur,11-Mar-18,34.41,93.48,13.06,42.62,48.85,23.44,0.61,9.72
Jaipur,14-Mar-18,47.13,149.6,11.63,41.97,51.65,20.16,0.67,10.37
Jaipur,16-Mar-18,50.2,145.28,9.71,36.64,45.46,21.3,0.69,10.57
Jaipur,17-Mar-18,41,110.91,7.91,37.36,43.71,17.9,0.71,11.16
Jaipur,18-Mar-18,33.6,95.43,6.73,34.5,39.58,15.99,0.76,11.81
Jaipur,19-Mar-18,44.62,117.03,7.62,29.87,34.41,15.79,0.78,11.13
Jaipur,20-Mar-18,41.72,102.34,9.1,39.72,44.5,19.97,0.78,9.02
Jaipur,21-Mar-18,56.15,170.32,10.23,34.22,40.25,16.37,0.67,8.62
Jaipur,22-Mar-18,52.94,137.88,8.89,29.2,33.77,20.57,0.73,9.33
Jaipur,23-Mar-18,40.63,99.92,7.92,29.49,33.29,19.85,0.79,7.61
Jaipur,24-Mar-18,48.33,99.02,8.93,38.26,43.21,17.58,0.73,8.77
Jaipur,25-Mar-18,56.76,120.57,9.43,40.11,46.6,18.28,0.69,10.05
Jaipur,28-Mar-18,49.92,145.62,10.75,34.58,40.83,19.53,0.86,11.31
Jaipur,29-Mar-18,46.52,123.85,15.38,34.81,45.81,20.63,0.91,10.16
Jaipur,30-Mar-18,60.9,165.81,11.89,35.24,42.69,19.86,0.72,11.24
Jaipur,31-Mar-18,43.4,128.46,5.7,28.65,33.35,15.82,0.56,11.76
Jaipur,01-Apr-18,54.63,150.31,5.06,26.69,31.74,21.56,0.72,9.94
Jaipur,02-Apr-18,60.99,147.7,19.34,29.31,45.68,24.15,0.84,10.63
Jaipur,03-Apr-18,62.79,164.25,9.79,33.62,39.32,19.23,0.83,9.35
Jaipur,05-Apr-18,62.98,168.6,10.44,35.89,43.27,21.16,0.74,11.46
Jaipur,06-Apr-18,56.87,165.54,7.97,24.82,28.76,19.91,0.77,9.65
Jaipur,07-Apr-18,45.6,130.82,8.9,34.27,39.97,27.39,1.03,8.96
Jaipur,08-Apr-18,49.85,131.99,7.89,22.81,26.74,35.65,1.06,7.76
Jaipur,09-Apr-18,39.81,114.73,7.39,25.52,28.75,28.36,0.8,7.84
Jaipur,10-Apr-18,48.96,132.35,7.64,28.91,29.88,30.81,0.53,7.77
Jaipur,11-Apr-18,42.24,107.11,6.42,30.38,34.97,25.95,0.66,6.34
Jaipur,12-Apr-18,26.2,57.9,6.25,25.04,26.56,32.85,0.52,4.2
Jaipur,13-Apr-18,27.64,67.81,9.52,39.4,38.41,21.54,0.68,7.09
Jaipur,14-Apr-18,33.56,96.36,7.93,36.24,35.13,21.58,0.64,8.4
Jaipur,15-Apr-18,37.67,114.8,8.38,35.9,35.45,23.19,0.6,7.43
Jaipur,16-Apr-18,57.56,188.52,8.44,40.43,43.58,27.59,0.63,5.59
Jaipur,17-Apr-18,51.78,162.73,8.54,35.93,38.92,23.86,0.61,7.5
Jaipur,18-Apr-18,54.55,155.48,8.65,37.14,37.22,23.45,0.58,7.97
Jaipur,19-Apr-18,64.1,167.26,11.68,45.78,48.99,28.08,0.78,7.73
Jaipur,22-Apr-18,36.29,123.99,8.24,34.2,34.26,21.84,0.5,8.73
Jaipur,23-Apr-18,96.02,109.14,4.74,33.55,34.61,22.12,0.7,6.96
Jaipur,26-Apr-18,55.72,167.8,11.2,49.13,50.99,22.9,0.84,10.84
Jaipur,28-Apr-18,58.94,182.58,12.69,44.65,51.62,21.43,0.66,7.69
Jaipur,29-Apr-18,56.72,181.87,8.52,32.45,40.97,11.99,0.5,5.78
Jaipur,30-Apr-18,53.42,182.6,6.75,34.49,35.74,24.11,0.46,5.95
Jaipur,03-May-18,47.86,155.74,8.07,26.94,30.48,16.3,0.49,7.75
Jaipur,04-May-18,51.16,132.15,9.04,25.09,30.24,18.38,0.73,7.2
Jaipur,05-May-18,60.11,148.22,12.38,34.71,40.5,18.5,0.77,8.75
Jaipur,06-May-18,67.36,168.37,10.71,25.6,31.37,11.54,0.67,8.65
Jaipur,07-May-18,53.19,145.71,13.16,26.45,34.22,17.04,0.86,10.8
Jaipur,09-May-18,55.01,148.03,10.03,24.3,31.34,18.82,0.74,8.61
Jaipur,10-May-18,52.1,126.26,12.6,35.04,41.54,13.08,0.84,8.44
Jaipur,11-May-18,60.83,146.01,13.33,46.07,43.12,14.23,0.8,9.23
Jaipur,12-May-18,55.45,155.01,11.51,36.61,35.19,12.97,0.94,9.43
Jaipur,17-May-18,70.42,199.7,16.53,37.41,48.58,11.81,0.8,12.09
Jaipur,18-May-18,56.88,153.33,15.45,38.21,48.72,12.85,0.91,11.27
Jaipur,19-May-18,66.11,166.85,2.87,16.03,14.57,18.77,0.88,8.6
Jaipur,21-May-18,57.33,143.79,2.77,19.16,16.62,19.17,0.82,9.83
Jaipur,22-May-18,68.99,189.57,6.78,27.86,27.73,21.62,1.07,11.69
Jaipur,24-May-18,61.93,168.39,7.43,30.38,31.24,23.1,0.86,16.49
Jaipur,26-May-18,56.84,138.06,20.06,44.26,50.55,33.24,1.03,12.22
Jaipur,27-May-18,63.49,196.27,11.96,27.59,37.31,17.05,0.61,10.01
Jaipur,28-May-18,70.45,188.11,9.79,41.91,44.83,14.22,0.93,15.87
Jaipur,29-May-18,64.81,161.76,5.46,29.36,28.58,11.97,0.85,10.39
Jaipur,30-May-18,59.09,190.37,6.79,22.64,25.08,17.28,0.98,10.23
Jaipur,31-May-18,50.38,137.75,6.56,33.95,30.82,22.41,0.9,10.31
Jaipur,01-Jun-18,71.04,179.51,8.39,24.45,29.19,16.23,0.9,12.89
Jaipur,06-Jun-18,59.58,191.06,7.62,15.35,19.44,13.97,0.82,8.07
Jaipur,07-Jun-18,69.5,197.39,7.76,17.07,20.01,14.55,0.82,8.76
Jaipur,09-Jun-18,49.28,101.89,9.29,18.54,23.49,23.33,0.53,10.74
Jaipur,10-Jun-18,45.19,113.8,7.87,18.04,21.46,20.35,0.5,11.19
Jaipur,11-Jun-18,49.5,152,9.69,18.3,22.39,19.28,0.44,9.54
Jaipur,16-Jun-18,62.62,158.06,8.87,23.54,22.7,19.88,0.55,9.4
Jaipur,17-Jun-18,54.54,130.08,9.16,24.46,23.99,20.21,0.48,9.07
Jaipur,19-Jun-18,58.91,125.66,9.93,20.24,24.72,14.42,0.47,8.23
Jaipur,20-Jun-18,51.15,99.87,12.89,22.97,32.68,18.94,0.54,13.27
Jaipur,21-Jun-18,83.77,198.31,8.07,25.52,31.67,19.51,0.83,13.19
Jaipur,22-Jun-18,71.26,145.43,9.58,30.02,39.6,24.08,0.77,10.2
Jaipur,23-Jun-18,69.38,143.46,7.66,19.31,26.97,32.96,0.56,10.28
Jaipur,24-Jun-18,60.2,116.5,7.91,19.87,27.78,40.99,0.66,9.77
Jaipur,25-Jun-18,52.05,93.53,8.35,18.64,26.99,30.81,0.64,8.21
Jaipur,26-Jun-18,46.38,80.01,8.16,21.35,28.71,27.42,0.75,9.73
Jaipur,27-Jun-18,53.68,70.62,11.58,23.61,35.14,25.29,0.8,9.54
Jaipur,28-Jun-18,54.1,45.71,11.04,12.34,23.33,21.52,0.64,10.02
Jaipur,29-Jun-18,77.05,50.54,9.06,15.56,24.24,17.72,0.52,8.04
Jaipur,30-Jun-18,73.53,66.1,9.31,14.69,23.79,11.11,0.55,9.04
Jaipur,01-Jul-18,92.72,127.94,10.68,22.37,33.05,14.91,0.3,10.73
Jaipur,02-Jul-18,42.08,92.06,11.21,20.43,31.64,14.54,0.55,10.97
Jaipur,03-Jul-18,42.91,64.43,11.13,18.48,29.59,12.28,0.54,11.7
Jaipur,04-Jul-18,45.51,75.61,11.12,16.82,27.94,11.13,0.48,11
Jaipur,05-Jul-18,79.95,132.67,10.92,15.53,26.45,10,0.59,9.44
Jaipur,06-Jul-18,51.39,164.14,9.99,16.71,26.7,9.21,0.75,10.3
Jaipur,07-Jul-18,62.56,171.89,8.19,17.3,25.49,8.63,0.89,10.34
Jaipur,08-Jul-18,61.82,174.4,9.04,18.38,27.42,9.48,0.78,10.72
Jaipur,09-Jul-18,61.97,169.73,9.41,16.79,26.19,9.9,0.77,9.83
Jaipur,10-Jul-18,53.08,125.02,10.13,15.06,23.27,13.56,0.72,8.84
Jaipur,11-Jul-18,51.71,82.22,10.65,18.88,28.65,16.77,0.68,8.4
Jaipur,12-Jul-18,66.31,82.09,10.16,17.37,27.5,14.28,0.73,9.51
Jaipur,13-Jul-18,27.49,55.56,10.53,18.46,28.96,11.97,0.63,10.32
Jaipur,14-Jul-18,26.18,59.32,10.44,18.85,29.28,11.89,0.62,8.47
Jaipur,15-Jul-18,25.63,41.93,11.06,23.25,34.29,11.22,0.79,8.56
Jaipur,16-Jul-18,39.39,52.99,10.17,21.92,32.03,14.39,0.65,9.6
Jaipur,17-Jul-18,20.77,49.09,9.13,20.3,29.42,20.57,0.58,9.32
Jaipur,18-Jul-18,70.35,62.93,8.69,18.46,27.05,27.07,0.57,10.16
Jaipur,19-Jul-18,25.27,50.27,9.51,19.14,28.64,21.18,0.74,9.16
Jaipur,20-Jul-18,35.41,73.79,10.96,17.72,28.59,15.18,0.63,8.33
Jaipur,21-Jul-18,61.42,58.65,8.93,14.77,23.66,9.6,0.68,7.23
Jaipur,22-Jul-18,22.64,51.94,9.29,16.73,25.95,10.57,0.6,6.87
Jaipur,23-Jul-18,25.16,58.85,9.78,14.22,23.83,10.48,0.63,8.89
Jaipur,24-Jul-18,35.17,56.67,9.85,13.68,23.47,9.7,0.58,12.59
Jaipur,25-Jul-18,31.45,74.65,10.18,12.75,22.8,9.25,0.71,10.01
Jaipur,26-Jul-18,55.96,154.02,10.35,16.85,27.03,7.75,0.58,8.96
Jaipur,27-Jul-18,52.41,137.81,9.62,16.53,26.15,7.49,0.49,9.81
Jaipur,28-Jul-18,48.42,115.76,9.58,17.69,27.27,7.43,0.52,8.71
Jaipur,29-Jul-18,50.68,122.45,8.99,15.94,24.94,7.11,0.42,9.76
Jaipur,30-Jul-18,44.09,107.31,7.8,17.26,25.07,9.96,0.45,10.03
Jaipur,31-Jul-18,53.4,139.8,8.72,31.33,32.48,15.13,0.48,9.76
Jaipur,01-Aug-18,63.97,178.41,14.02,30.99,33.17,18.31,0.51,8.75
Jaipur,02-Aug-18,68.84,191.11,10.95,20.59,26.64,11.37,0.53,8.6
Jaipur,03-Aug-18,68.51,187.2,12.4,27.2,34.91,10,0.69,9.41
Jaipur,04-Aug-18,61.58,173.12,15.01,23.91,32.28,10.65,0.69,10.74
Jaipur,05-Aug-18,60.62,164.36,11.85,24.05,29.14,7.11,0.69,9.3
Jaipur,06-Aug-18,50.47,133.34,13.32,22.21,29.95,8.67,0.73,10.37
Jaipur,07-Aug-18,54.87,113.08,8.78,26.42,30.51,9.47,0.91,8
Jaipur,08-Aug-18,51.27,92.53,12.92,21.8,31.27,12.7,0.83,7.59
Jaipur,09-Aug-18,28.7,54.06,16.12,19.36,29.37,15.3,0.75,9.74
Jaipur,10-Aug-18,34.8,75.27,12.13,24.58,29.78,17.23,0.75,11.08
Jaipur,11-Aug-18,37.53,82,10.89,23.6,29.95,11.67,0.66,7.66
Jaipur,12-Aug-18,26.76,76.2,9.92,20.85,26.97,9.43,0.59,7.26
Jaipur,13-Aug-18,35.63,98.64,8.9,20.43,25.81,9.12,0.65,7.17
Jaipur,14-Aug-18,51.3,106.87,8.62,21.97,26.69,11.66,0.77,9.28
Jaipur,15-Aug-18,73.24,174.59,9.58,20.69,26.49,12.89,0.64,11.23
Jaipur,16-Aug-18,38.92,63.99,8.99,19.6,25.37,14.62,0.74,10.39
Jaipur,17-Aug-18,32.28,50.48,6.91,14.35,18.06,13.96,0.61,8.93
Jaipur,18-Aug-18,33.39,59.66,8.43,17.54,21.44,13.72,0.72,10.47
Jaipur,19-Aug-18,25.88,54.67,16.21,19.22,31.7,12.38,0.82,10.13
Jaipur,20-Aug-18,28.61,63.08,20.09,18.9,34.44,16.35,0.9,9.34
Jaipur,21-Aug-18,29.54,74.71,12.06,20.9,28.59,16.55,0.82,10.09
Jaipur,22-Aug-18,39.29,72.22,13.49,22.76,32,14.75,0.73,10.06
Jaipur,23-Aug-18,28.67,54.46,14.49,21.23,31.76,12.91,0.67,10.24
Jaipur,24-Aug-18,29.88,66.95,13.38,20.67,30.28,11.54,0.6,8.77
Jaipur,25-Aug-18,29.4,66.07,14.17,21.68,31.42,11.29,0.59,9
Jaipur,26-Aug-18,34.97,89.44,10.4,21.09,27.19,10.76,0.54,8.74
Jaipur,27-Aug-18,42.25,121.42,15.81,23.04,33.68,11.73,0.75,9.08
Jaipur,28-Aug-18,44.1,184.45,10.68,23.31,28.96,12.09,0.74,10.98
Jaipur,29-Aug-18,28.57,81.65,10.62,19.4,26.06,12.2,0.75,11.17
Jaipur,30-Aug-18,44.67,142.72,10.82,19.92,26.83,12.24,0.65,9.56
Jaipur,31-Aug-18,38.23,108.97,9.76,18.28,24.75,12.9,0.57,11.33
Jaipur,01-Sep-18,31.62,82.3,12.87,19.36,28.09,11.93,0.62,11.67
Jaipur,02-Sep-18,28.93,58.8,13.13,20.51,29.64,12.89,0.64,11.05
Jaipur,03-Sep-18,30.21,52.13,13.19,24.24,33.47,14.5,0.66,10.92
Jaipur,04-Sep-18,34.05,75.55,14.66,24.24,34.79,18.11,0.71,11.25
Jaipur,05-Sep-18,45.64,125.37,13.25,22.44,32.17,16.1,0.75,11.59
Jaipur,06-Sep-18,45.95,111.45,13.32,23.44,31.5,12.55,0.71,11.5
Jaipur,07-Sep-18,36.89,84.08,14.52,26.35,35.47,13.89,0.72,11.4
Jaipur,08-Sep-18,29.7,66.71,11.65,18.53,27.38,14.45,0.73,10.5
Jaipur,09-Sep-18,20.31,36.25,10.08,12.5,20.6,8.84,0.78,7.8
Jaipur,10-Sep-18,32.94,69.66,13.01,15.6,26.34,9.7,0.78,8.4
Jaipur,11-Sep-18,33.66,81.34,15.68,17.24,30.06,10.19,0.92,9.8
Jaipur,12-Sep-18,36.18,86.86,13.38,18.96,28.13,11.99,0.69,10.89
Jaipur,13-Sep-18,45.9,86.72,9.76,17.96,24.16,10.78,0.77,10.91
Jaipur,14-Sep-18,47.34,93.5,9.96,21.39,26.98,11.76,0.71,11.19
Jaipur,15-Sep-18,47.33,96.66,11.74,23.88,30.7,12.66,0.7,9.41
Jaipur,16-Sep-18,43.96,95.56,8.63,22.94,28.2,11.46,0.71,8.59
Jaipur,17-Sep-18,44.71,105.2,8.48,24.33,27.23,13.46,0.68,9.07
Jaipur,18-Sep-18,48.12,108.36,12.96,25.65,32.32,17.29,0.84,9.87
Jaipur,19-Sep-18,49.52,125.88,13.52,27.89,35.53,20.44,0.92,15.17
Jaipur,20-Sep-18,48.99,131.03,8.51,29.68,32.55,27.4,0.95,11.49
Jaipur,21-Sep-18,47.7,152.06,6.15,17.58,19.86,29.4,0.81,10.81
Jaipur,22-Sep-18,17.46,42.51,7.65,14.55,21.02,24.27,0.72,11.13
Jaipur,23-Sep-18,15.78,29.29,5.87,12.4,18.27,23.77,0.62,12.14
Jaipur,24-Sep-18,22,49.27,14.5,18.08,29.72,21.8,0.89,10.45
Jaipur,25-Sep-18,39.67,119.84,22.33,24.13,41.05,22.73,1.15,10.11
Jaipur,26-Sep-18,52.7,148.79,22.32,24.82,40.12,25.21,1.21,8.09
Jaipur,30-Sep-18,50.9,169.67,18.51,30.4,41.26,24.82,1.14,10.08
Jaipur,03-Oct-18,41.04,117.24,18,37.48,46.19,24.45,1.13,12.57
Jaipur,04-Oct-18,42.35,86.8,11.02,35.71,38.02,22.74,0.98,9.8
Jaipur,05-Oct-18,46.05,103.51,13.33,37.16,40.68,20.32,1.06,10.32
Jaipur,06-Oct-18,46.46,118.1,22.36,32.3,44.18,21.12,0.95,10.31
Jaipur,07-Oct-18,44.93,112.71,14.2,34.63,39.73,19.4,0.91,9.94
Jaipur,08-Oct-18,44.43,104.33,17.76,41,47.78,19.02,1.1,10.18
Jaipur,10-Oct-18,69.46,149.94,17.1,36.41,45.2,27.93,1.01,16.05
Jaipur,11-Oct-18,71.12,164.77,9.91,27.52,31.45,21.64,0.9,9.12
Jaipur,12-Oct-18,61.36,135.2,13.2,28.83,34.58,17.21,0.92,8.56
Jaipur,13-Oct-18,59.86,129.21,11.34,35.09,37.28,15.96,0.8,11.57
Jaipur,14-Oct-18,65.77,175.48,11.34,36.45,38.31,14.96,0.9,11.12
Jaipur,21-Oct-18,74.69,181.3,7.04,38.28,34.6,20.42,0.96,10.36
Jaipur,23-Oct-18,51.98,108.54,19.57,37.34,48.23,23.69,1.27,8.39
Jaipur,26-Oct-18,62.72,131.48,11.61,35.17,39.16,24.39,1.02,9.15
Jaipur,27-Oct-18,69.35,137.79,15.15,45.64,52.5,28.22,1.09,10.26
Jaipur,28-Oct-18,80.31,151.56,13.14,44.02,49.04,27.6,1.07,12.13
Jaipur,04-Nov-18,79.78,155.07,14.27,40.36,46.16,19.89,1.08,9.9
Jaipur,05-Nov-18,44.83,96.51,19.13,44.42,53.37,20.85,0.95,9.49
Jaipur,18-Nov-18,67.8,132.79,15.19,41.75,44.87,15.08,1.21,12.13
Jaipur,19-Nov-18,59.2,123.11,15.81,46.42,46.87,13.44,1.24,11.45
Jaipur,22-Nov-18,72.61,144.07,8.89,41.72,39.46,11.04,0.99,12.48
Jaipur,23-Nov-18,70.4,168.41,13.08,46.13,48.41,14.94,1.16,12.7
Jaipur,27-Nov-18,67.29,132.45,7.75,39.88,37.17,13.18,1.13,13.03
Jaipur,28-Nov-18,82.51,150.3,7.44,36.11,34.09,12.35,1.14,10.07
Jaipur,11-Dec-18,63.82,132.43,15.57,36.56,37.78,20.59,1,16.02
Jaipur,12-Dec-18,55.57,95.9,7.38,34.55,31.13,20.84,0.91,8.99
Jaipur,13-Dec-18,42.72,80.8,10.7,38.22,36.73,17.55,0.97,8.75
Jaipur,14-Dec-18,32.37,74.59,9.44,39.1,36.44,15.67,0.86,9.44
Jaipur,15-Dec-18,37.28,80.6,14.33,43.15,44.32,15.5,0.81,9.86
Jaipur,16-Dec-18,37.75,184.78,20.73,36.18,46.98,14.2,0.92,10.88
Jaipur,17-Dec-18,38.53,97.21,8.87,35.52,39.09,15.93,1.09,13.18
Jaipur,23-Dec-18,63.37,124.86,11.3,34.44,39.64,17.76,0.95,10.25
Jaipur,24-Dec-18,62.08,133.18,19.03,41.02,50.01,20.08,1.31,12.24
Jaipur,25-Dec-18,54.27,133.25,18.09,41.7,47.54,21.02,1.08,15.93
Jaipur,05-Jan-19,63.41,130.37,6.08,25.45,23.06,19.01,0.8,13.07
Jaipur,06-Jan-19,98.16,173.96,6.27,29.73,27.82,19.69,1.05,11.12
Jaipur,07-Jan-19,50.19,108.94,7.92,32.05,30.17,20.1,0.82,14.19
Jaipur,08-Jan-19,70.88,154.85,18.65,40.04,45.02,21.9,1.09,17.31
Jaipur,09-Jan-19,65.03,144.19,13.01,30.68,33.01,19.42,0.98,15.86
Jaipur,10-Jan-19,65.24,145.13,17.36,27.58,36.73,23.16,1.42,11.8
Jaipur,11-Jan-19,50.08,109.93,9.32,27.8,26.92,21.15,1.03,11.48
Jaipur,12-Jan-19,70.83,148.73,15.41,28.84,33.21,23.65,1.16,15.38
Jaipur,13-Jan-19,68,151.52,7.97,28.75,26.46,23.17,0.89,16.28
Jaipur,14-Jan-19,49.54,118.65,8.51,23.87,24.09,20.99,0.74,17.6
Jaipur,17-Jan-19,68.19,174.82,22.37,34.61,43.24,24.26,1.28,16.52
Jaipur,21-Jan-19,60.48,136.56,7.73,16.53,24.49,19.15,0.91,20.26
Jaipur,22-Jan-19,44.36,84.68,14.09,17.62,27.5,24.75,0.92,17.52
Jaipur,24-Jan-19,52.33,120.1,8.28,22.69,24.05,23.32,0.79,18.41
Jaipur,27-Jan-19,46.7,94.5,9.61,22.82,26.88,18.59,0.87,11.39
Jaipur,28-Jan-19,56.01,115.61,14.48,25.32,34.59,21.58,1.16,13.56
Jaipur,29-Jan-19,47.51,109.38,12.43,24.17,32.23,19.87,1.05,12.25
Jaipur,30-Jan-19,42.38,116.55,14.06,23.48,33.17,22.27,1.15,9.88
Jaipur,31-Jan-19,35.72,90.54,8.7,17.64,20.78,17.94,0.86,12.95
Jaipur,01-Feb-19,51.65,127.06,10.52,18.38,22.27,18.38,0.88,11.9
Jaipur,02-Feb-19,60,126.12,11.43,19.26,24.54,20.22,1.07,10.13
Jaipur,03-Feb-19,67.4,136.68,13.55,19.99,26.64,21.17,1.08,11.35
Jaipur,04-Feb-19,58.23,122.01,12.61,21.47,26.76,20.09,1.06,10.6
Jaipur,05-Feb-19,59.43,132.47,13.24,23.02,29.1,20.81,1.36,12.14
Jaipur,06-Feb-19,54.13,116.91,14.61,25.39,32.37,23.8,1.31,11.4
Jaipur,07-Feb-19,52.17,138.74,13.66,23.04,28.47,23.32,1.03,9.66
Jaipur,08-Feb-19,50.76,130.76,12.04,21.84,26.93,20.85,0.98,13.03
Jaipur,09-Feb-19,48.6,114.07,15.67,28.3,36.76,25.39,1.83,14.17
Jaipur,10-Feb-19,52.06,119.98,19.94,38.73,52.19,29.54,1.69,10.68
Jaipur,11-Feb-19,45.82,103.34,16.33,34.07,42.81,27.63,1.26,9.57
